Section 1: Benchmark Configuration
==================================
mode=detailed
suite_tiers=extended
et_mode=paired
reactive_zero_skip=On
proactive_zero_run_skip=On
zero_run_order_mode=execution
bit_column_skip=On
warmup_iterations=0
timed_repetitions=1
grouping_policies=OutputChannelModulo,TaskRoundRobin,ETAwareCostBalanced,ETAwareCostBalancedMemoryAware,BroadcastPhaseAwareFanoutBalanced
scenario_count=17
exactness_pass=PASS
primary_invariants_pass=PASS

Section 2: Detailed Primary Metrics
===================================
scenario | grouping_policy | et_enabled | cycles_mean | wall_median_ms | throughput_macs_per_cycle | lane_occupancy | multiplier_utilization | accumulator_utilization | memory_stall_ratio | broadcast_stall_ratio | dram_bytes | onchip_buffer_bytes | activation_reuse_hits | activation_reuse_misses | weight_reuse_hits | weight_reuse_misses | memory_requests_avoided | work_stealing_events | tasks_terminated_early | output_elements_terminated_early | macs_skipped_total | macs_skipped_et_only | macs_skipped_reactive_only | macs_skipped_proactive_only | macs_skipped_zero_only | bit_steps_skipped_total | bit_steps_skipped_et_only | bit_steps_skipped_bit_column_only | zero_run_events | average_processed_fraction_per_task | mismatches
extended-mnist-sample-2 (label=1) | BroadcastPhaseAwareFanoutBalanced | Off | 8947.000 | 662.637512 | 0.515033 | 0.241695 | 0.040734 | 0.040734 | 0.712772 | 0.043466 | 25224 | 59962 | 4544 | 64 | 4536 | 72 | 17726 | 777 | 0 | 0 | 51840 | 0 | 1011 | 50829 | 51840 | 23744 | 0 | 23744 | 6233 | 0.081633 | 0
extended-mnist-sample-2 (label=1) | BroadcastPhaseAwareFanoutBalanced | On | 8014.000 | 607.192373 | 0.368355 | 0.211661 | 0.030918 | 0.030918 | 0.753321 | 0.029313 | 25224 | 57449 | 3279 | 64 | 3271 | 72 | 12649 | 592 | 4372 | 4372 | 53105 | 3090 | 62 | 49953 | 50015 | 42544 | 26610 | 15934 | 5773 | 0.059223 | 0
extended-mnist-sample-2462 (label=2) | OutputChannelModulo | Off | 22239.000 | 787.286670 | 0.997167 | 0.307365 | 0.078865 | 0.078865 | 0.568827 | 0.117697 | 25468 | 97270 | 21868 | 308 | 22104 | 72 | 85582 | 955 | 0 | 0 | 34272 | 0 | 1860 | 32412 | 34272 | 114268 | 0 | 114268 | 4587 | 0.392857 | 0
extended-mnist-sample-2462 (label=2) | OutputChannelModulo | On | 18688.000 | 687.917627 | 0.855950 | 0.279068 | 0.070281 | 0.070281 | 0.618131 | 0.093025 | 25468 | 87252 | 16832 | 308 | 17068 | 72 | 65384 | 912 | 3464 | 3464 | 39308 | 8190 | 115 | 31003 | 31118 | 155357 | 71097 | 84260 | 3823 | 0.303642 | 0
extended-mnist-sample-2462 (label=2) | TaskRoundRobin | Off | 26388.000 | 910.520159 | 0.840382 | 0.259038 | 0.066465 | 0.066465 | 0.695006 | 0.041719 | 25468 | 109733 | 21868 | 308 | 22104 | 72 | 73119 | 72 | 0 | 0 | 34272 | 0 | 1860 | 32412 | 34272 | 114268 | 0 | 114268 | 4587 | 0.392857 | 0
extended-mnist-sample-2462 (label=2) | TaskRoundRobin | On | 21859.000 | 774.901040 | 0.731781 | 0.238585 | 0.060086 | 0.060086 | 0.723765 | 0.032560 | 25468 | 97054 | 16832 | 308 | 17068 | 72 | 55582 | 66 | 3464 | 3464 | 39308 | 8190 | 115 | 31003 | 31118 | 155357 | 71097 | 84260 | 3823 | 0.303642 | 0
extended-mnist-sample-2462 (label=2) | ETAwareCostBalanced | Off | 23979.000 | 1550.696321 | 0.924809 | 0.285062 | 0.073143 | 0.073143 | 0.623166 | 0.088432 | 25468 | 101376 | 21868 | 308 | 22104 | 72 | 81476 | 1531 | 0 | 0 | 34272 | 0 | 1860 | 32412 | 34272 | 114268 | 0 | 114268 | 4587 | 0.392857 | 0
extended-mnist-sample-2462 (label=2) | ETAwareCostBalanced | On | 19895.000 | 1508.394869 | 0.804021 | 0.262137 | 0.066017 | 0.066017 | 0.658523 | 0.072479 | 25468 | 90715 | 16832 | 308 | 17068 | 72 | 61921 | 2109 | 3464 | 3464 | 39308 | 8190 | 115 | 31003 | 31118 | 155357 | 71097 | 84260 | 3823 | 0.303642 | 0
extended-mnist-sample-2462 (label=2) | ETAwareCostBalancedMemoryAware | Off | 24100.000 | 4586.212606 | 0.920166 | 0.283631 | 0.072775 | 0.072775 | 0.627419 | 0.082585 | 25468 | 102258 | 21868 | 308 | 22104 | 72 | 80594 | 4528 | 0 | 0 | 34272 | 0 | 1860 | 32412 | 34272 | 114268 | 0 | 114268 | 4587 | 0.392857 | 0
extended-mnist-sample-2462 (label=2) | ETAwareCostBalancedMemoryAware | On | 19691.000 | 4491.375862 | 0.812351 | 0.264853 | 0.066701 | 0.066701 | 0.649064 | 0.079077 | 25468 | 90337 | 16832 | 308 | 17068 | 72 | 62299 | 4864 | 3464 | 3464 | 39308 | 8190 | 115 | 31003 | 31118 | 155357 | 71097 | 84260 | 3823 | 0.303642 | 0
extended-mnist-sample-2462 (label=2) | BroadcastPhaseAwareFanoutBalanced | Off | 23075.000 | 1142.228937 | 0.961040 | 0.296230 | 0.076008 | 0.076008 | 0.600959 | 0.101169 | 25468 | 99262 | 21868 | 308 | 22104 | 72 | 83590 | 885 | 0 | 0 | 34272 | 0 | 1860 | 32412 | 34272 | 114268 | 0 | 114268 | 4587 | 0.392857 | 0
extended-mnist-sample-2462 (label=2) | BroadcastPhaseAwareFanoutBalanced | On | 18977.000 | 1046.468497 | 0.842915 | 0.274818 | 0.069211 | 0.069211 | 0.631329 | 0.088064 | 25468 | 88196 | 16832 | 308 | 17068 | 72 | 64440 | 1543 | 3464 | 3464 | 39308 | 8190 | 115 | 31003 | 31118 | 155357 | 71097 | 84260 | 3823 | 0.303642 | 0
extended-mnist-sample-2827 (label=1) | OutputChannelModulo | Off | 8220.000 | 431.286072 | 0.385401 | 0.215511 | 0.030481 | 0.030481 | 0.757377 | 0.014078 | 25204 | 56920 | 3124 | 44 | 3096 | 72 | 12148 | 968 | 0 | 0 | 53280 | 0 | 829 | 52451 | 53280 | 16324 | 0 | 16324 | 6338 | 0.056122 | 0
extended-mnist-sample-2827 (label=1) | OutputChannelModulo | On | 7362.000 | 456.533338 | 0.263108 | 0.192584 | 0.022299 | 0.022299 | 0.789093 | 0.006373 | 25204 | 55084 | 2209 | 44 | 2181 | 72 | 8494 | 1001 | 4463 | 4463 | 54195 | 2499 | 7 | 51689 | 51696 | 32106 | 21565 | 10541 | 5943 | 0.039913 | 0
extended-mnist-sample-2827 (label=1) | TaskRoundRobin | Off | 8241.000 | 478.221845 | 0.384419 | 0.214962 | 0.030404 | 0.030404 | 0.771886 | 0.005312 | 25204 | 57208 | 3124 | 44 | 3096 | 72 | 11860 | 32 | 0 | 0 | 53280 | 0 | 829 | 52451 | 53280 | 16324 | 0 | 16324 | 6338 | 0.056122 | 0
extended-mnist-sample-2827 (label=1) | TaskRoundRobin | On | 7554.000 | 407.253641 | 0.256420 | 0.187689 | 0.021732 | 0.021732 | 0.796465 | 0.002982 | 25204 | 55344 | 2209 | 44 | 2181 | 72 | 8234 | 50 | 4463 | 4463 | 54195 | 2499 | 7 | 51689 | 51696 | 32106 | 21565 | 10541 | 5943 | 0.039913 | 0
extended-mnist-sample-2827 (label=1) | ETAwareCostBalanced | Off | 7803.000 | 1168.773974 | 0.405998 | 0.227028 | 0.032110 | 0.032110 | 0.738238 | 0.028500 | 25204 | 57018 | 3124 | 44 | 3096 | 72 | 12050 | 1947 | 0 | 0 | 53280 | 0 | 829 | 52451 | 53280 | 16324 | 0 | 16324 | 6338 | 0.056122 | 0
extended-mnist-sample-2827 (label=1) | ETAwareCostBalanced | On | 7267.000 | 1270.094549 | 0.266547 | 0.195102 | 0.022591 | 0.022591 | 0.778630 | 0.019842 | 25204 | 55119 | 2209 | 44 | 2181 | 72 | 8459 | 2243 | 4463 | 4463 | 54195 | 2499 | 7 | 51689 | 51696 | 32106 | 21565 | 10541 | 5943 | 0.039913 | 0
extended-mnist-sample-2827 (label=1) | ETAwareCostBalancedMemoryAware | Off | 7836.000 | 2350.223637 | 0.404288 | 0.226072 | 0.031975 | 0.031975 | 0.731028 | 0.034793 | 25204 | 56999 | 3124 | 44 | 3096 | 72 | 12069 | 3147 | 0 | 0 | 53280 | 0 | 829 | 52451 | 53280 | 16324 | 0 | 16324 | 6338 | 0.056122 | 0
extended-mnist-sample-2827 (label=1) | ETAwareCostBalancedMemoryAware | On | 7231.000 | 2152.565545 | 0.267874 | 0.196073 | 0.022703 | 0.022703 | 0.765427 | 0.024002 | 25204 | 55083 | 2209 | 44 | 2181 | 72 | 8495 | 3338 | 4463 | 4463 | 54195 | 2499 | 7 | 51689 | 51696 | 32106 | 21565 | 10541 | 5943 | 0.039913 | 0
extended-mnist-sample-2827 (label=1) | BroadcastPhaseAwareFanoutBalanced | Off | 7868.000 | 601.892984 | 0.402644 | 0.225153 | 0.031845 | 0.031845 | 0.740478 | 0.027008 | 25204 | 56948 | 3124 | 44 | 3096 | 72 | 12120 | 567 | 0 | 0 | 53280 | 0 | 829 | 52451 | 53280 | 16324 | 0 | 16324 | 6338 | 0.056122 | 0
extended-mnist-sample-2827 (label=1) | BroadcastPhaseAwareFanoutBalanced | On | 7288.000 | 614.942988 | 0.265779 | 0.194540 | 0.022526 | 0.022526 | 0.775464 | 0.017296 | 25204 | 55106 | 2209 | 44 | 2181 | 72 | 8472 | 554 | 4463 | 4463 | 54195 | 2499 | 7 | 51689 | 51696 | 32106 | 21565 | 10541 | 5943 | 0.039913 | 0
extended-mnist-sample-3 (label=0) | OutputChannelModulo | Off | 16079.000 | 656.270422 | 0.864233 | 0.290099 | 0.068352 | 0.068352 | 0.609017 | 0.093894 | 25353 | 79552 | 13703 | 193 | 13824 | 72 | 53735 | 952 | 0 | 0 | 42552 | 0 | 1880 | 40672 | 42552 | 71603 | 0 | 71603 | 5509 | 0.246173 | 0
extended-mnist-sample-3 (label=0) | OutputChannelModulo | On | 13523.000 | 572.753307 | 0.698144 | 0.255914 | 0.057659 | 0.057659 | 0.661815 | 0.068098 | 25353 | 72431 | 10145 | 193 | 10266 | 72 | 39508 | 990 | 3872 | 3872 | 46110 | 6760 | 131 | 39219 | 39350 | 108714 | 58436 | 50278 | 4744 | 0.183142 | 0
extended-mnist-sample-3 (label=0) | TaskRoundRobin | Off | 18928.000 | 695.243362 | 0.734150 | 0.246434 | 0.058064 | 0.058064 | 0.714760 | 0.029938 | 25353 | 87658 | 13703 | 193 | 13824 | 72 | 45629 | 62 | 0 | 0 | 42552 | 0 | 1880 | 40672 | 42552 | 71603 | 0 | 71603 | 5509 | 0.246173 | 0
extended-mnist-sample-3 (label=0) | TaskRoundRobin | On | 14865.000 | 628.714284 | 0.635116 | 0.232810 | 0.052454 | 0.052454 | 0.730983 | 0.029633 | 25353 | 76570 | 10145 | 193 | 10266 | 72 | 35369 | 53 | 3872 | 3872 | 46110 | 6760 | 131 | 39219 | 39350 | 108714 | 58436 | 50278 | 4744 | 0.183142 | 0
extended-mnist-sample-3 (label=0) | ETAwareCostBalanced | Off | 16990.000 | 1696.091552 | 0.817893 | 0.274544 | 0.064687 | 0.064687 | 0.642909 | 0.077026 | 25353 | 81851 | 13703 | 193 | 13824 | 72 | 51436 | 2304 | 0 | 0 | 42552 | 0 | 1880 | 40672 | 42552 | 71603 | 0 | 71603 | 5509 | 0.246173 | 0
extended-mnist-sample-3 (label=0) | ETAwareCostBalanced | On | 13960.000 | 1927.671929 | 0.676289 | 0.247903 | 0.055854 | 0.055854 | 0.684004 | 0.065105 | 25353 | 74114 | 10145 | 193 | 10266 | 72 | 37825 | 3016 | 3872 | 3872 | 46110 | 6760 | 131 | 39219 | 39350 | 108714 | 58436 | 50278 | 4744 | 0.183142 | 0
extended-mnist-sample-3 (label=0) | ETAwareCostBalancedMemoryAware | Off | 16994.000 | 3656.361808 | 0.817700 | 0.274479 | 0.064672 | 0.064672 | 0.639365 | 0.078467 | 25353 | 81941 | 13703 | 193 | 13824 | 72 | 51346 | 4472 | 0 | 0 | 42552 | 0 | 1880 | 40672 | 42552 | 71603 | 0 | 71603 | 5509 | 0.246173 | 0
extended-mnist-sample-3 (label=0) | ETAwareCostBalancedMemoryAware | On | 14018.000 | 4325.949680 | 0.673491 | 0.246877 | 0.055623 | 0.055623 | 0.673572 | 0.066270 | 25353 | 73880 | 10145 | 193 | 10266 | 72 | 38059 | 4971 | 3872 | 3872 | 46110 | 6760 | 131 | 39219 | 39350 | 108714 | 58436 | 50278 | 4744 | 0.183142 | 0
extended-mnist-sample-3 (label=0) | BroadcastPhaseAwareFanoutBalanced | Off | 16379.000 | 841.249026 | 0.848403 | 0.284785 | 0.067100 | 0.067100 | 0.627340 | 0.085234 | 25353 | 80514 | 13703 | 193 | 13824 | 72 | 52773 | 539 | 0 | 0 | 42552 | 0 | 1880 | 40672 | 42552 | 71603 | 0 | 71603 | 5509 | 0.246173 | 0
extended-mnist-sample-3 (label=0) | BroadcastPhaseAwareFanoutBalanced | On | 13586.000 | 852.611076 | 0.694907 | 0.254727 | 0.057392 | 0.057392 | 0.669588 | 0.065517 | 25353 | 73024 | 10145 | 193 | 10266 | 72 | 38915 | 1258 | 3872 | 3872 | 46110 | 6760 | 131 | 39219 | 39350 | 108714 | 58436 | 50278 | 4744 | 0.183142 | 0
extended-mnist-sample-3768 (label=0) | OutputChannelModulo | Off | 22043.000 | 802.286365 | 0.989702 | 0.306459 | 0.078275 | 0.078275 | 0.570815 | 0.117106 | 25463 | 96477 | 21513 | 303 | 21744 | 72 | 84220 | 956 | 0 | 0 | 34632 | 0 | 2045 | 32587 | 34632 | 112413 | 0 | 112413 | 4698 | 0.386480 | 0
extended-mnist-sample-3768 (label=0) | OutputChannelModulo | On | 18463.000 | 675.598741 | 0.847641 | 0.277721 | 0.069615 | 0.069615 | 0.618471 | 0.094313 | 25463 | 86457 | 16517 | 303 | 16748 | 72 | 64264 | 923 | 3442 | 3442 | 39628 | 8351 | 132 | 31145 | 31277 | 155097 | 72518 | 82579 | 3889 | 0.297973 | 0
extended-mnist-sample-3768 (label=0) | TaskRoundRobin | Off | 26131.000 | 873.597128 | 0.834870 | 0.258516 | 0.066029 | 0.066029 | 0.693661 | 0.042451 | 25463 | 108769 | 21513 | 303 | 21744 | 72 | 71928 | 60 | 0 | 0 | 34632 | 0 | 2045 | 32587 | 34632 | 112413 | 0 | 112413 | 4698 | 0.386480 | 0
extended-mnist-sample-3768 (label=0) | TaskRoundRobin | On | 21549.000 | 738.527028 | 0.726252 | 0.237949 | 0.059646 | 0.059646 | 0.724385 | 0.031305 | 25463 | 96174 | 16517 | 303 | 16748 | 72 | 54547 | 56 | 3442 | 3442 | 39628 | 8351 | 132 | 31145 | 31277 | 155097 | 72518 | 82579 | 3889 | 0.297973 | 0
extended-mnist-sample-3768 (label=0) | ETAwareCostBalanced | Off | 23729.000 | 1628.880096 | 0.919381 | 0.284684 | 0.072713 | 0.072713 | 0.624227 | 0.084664 | 25463 | 100767 | 21513 | 303 | 21744 | 72 | 79930 | 1511 | 0 | 0 | 34632 | 0 | 2045 | 32587 | 34632 | 112413 | 0 | 112413 | 4698 | 0.386480 | 0
extended-mnist-sample-3768 (label=0) | ETAwareCostBalanced | On | 19569.000 | 1739.847175 | 0.799734 | 0.262024 | 0.065681 | 0.065681 | 0.659768 | 0.072662 | 25463 | 89992 | 16517 | 303 | 16748 | 72 | 60729 | 2490 | 3442 | 3442 | 39628 | 8351 | 132 | 31145 | 31277 | 155097 | 72518 | 82579 | 3889 | 0.297973 | 0
extended-mnist-sample-3768 (label=0) | ETAwareCostBalancedMemoryAware | Off | 23919.000 | 3639.848556 | 0.912078 | 0.282423 | 0.072136 | 0.072136 | 0.625481 | 0.087126 | 25463 | 101013 | 21513 | 303 | 21744 | 72 | 79684 | 4523 | 0 | 0 | 34632 | 0 | 2045 | 32587 | 34632 | 112413 | 0 | 112413 | 4698 | 0.386480 | 0
extended-mnist-sample-3768 (label=0) | ETAwareCostBalancedMemoryAware | On | 19492.000 | 4188.287099 | 0.802893 | 0.263059 | 0.065940 | 0.065940 | 0.657042 | 0.073580 | 25463 | 89991 | 16517 | 303 | 16748 | 72 | 60730 | 4973 | 3442 | 3442 | 39628 | 8351 | 132 | 31145 | 31277 | 155097 | 72518 | 82579 | 3889 | 0.297973 | 0
extended-mnist-sample-3768 (label=0) | BroadcastPhaseAwareFanoutBalanced | Off | 22844.000 | 1061.154700 | 0.954999 | 0.295713 | 0.075530 | 0.075530 | 0.596474 | 0.102688 | 25463 | 98219 | 21513 | 303 | 21744 | 72 | 82478 | 1092 | 0 | 0 | 34632 | 0 | 2045 | 32587 | 34632 | 112413 | 0 | 112413 | 4698 | 0.386480 | 0
extended-mnist-sample-3768 (label=0) | BroadcastPhaseAwareFanoutBalanced | On | 18774.000 | 1134.149863 | 0.833600 | 0.273120 | 0.068462 | 0.068462 | 0.633704 | 0.088675 | 25463 | 87583 | 16517 | 303 | 16748 | 72 | 63138 | 1514 | 3442 | 3442 | 39628 | 8351 | 132 | 31145 | 31277 | 155097 | 72518 | 82579 | 3889 | 0.297973 | 0
extended-mnist-sample-4 (label=4) | OutputChannelModulo | Off | 12475.000 | 542.960795 | 0.692585 | 0.263104 | 0.054776 | 0.054776 | 0.667853 | 0.058617 | 25280 | 68320 | 8520 | 120 | 8568 | 72 | 33504 | 955 | 0 | 0 | 47808 | 0 | 1795 | 46013 | 47808 | 44520 | 0 | 44520 | 6117 | 0.153061 | 0
extended-mnist-sample-4 (label=4) | OutputChannelModulo | On | 10488.000 | 494.698438 | 0.535278 | 0.231881 | 0.044612 | 0.044612 | 0.716311 | 0.038896 | 25280 | 63676 | 6199 | 120 | 6247 | 72 | 24222 | 997 | 4110 | 4110 | 50129 | 5586 | 116 | 44427 | 44543 | 78396 | 48149 | 30247 | 5323 | 0.111944 | 0
extended-mnist-sample-4 (label=4) | TaskRoundRobin | Off | 12490.000 | 574.374327 | 0.691753 | 0.262788 | 0.054710 | 0.054710 | 0.683727 | 0.047522 | 25280 | 68608 | 8520 | 120 | 8568 | 72 | 33216 | 40 | 0 | 0 | 47808 | 0 | 1795 | 46013 | 47808 | 44520 | 0 | 44520 | 6117 | 0.153061 | 0
extended-mnist-sample-4 (label=4) | TaskRoundRobin | On | 10546.000 | 512.823150 | 0.532335 | 0.230606 | 0.044366 | 0.044366 | 0.731676 | 0.028626 | 25280 | 63966 | 6199 | 120 | 6247 | 72 | 23932 | 30 | 4110 | 4110 | 50129 | 5586 | 116 | 44427 | 44543 | 78396 | 48149 | 30247 | 5323 | 0.111944 | 0
extended-mnist-sample-4 (label=4) | ETAwareCostBalanced | Off | 12020.000 | 1517.188442 | 0.718802 | 0.273063 | 0.056850 | 0.056850 | 0.646931 | 0.072236 | 25280 | 68520 | 8520 | 120 | 8568 | 72 | 33304 | 2184 | 0 | 0 | 47808 | 0 | 1795 | 46013 | 47808 | 44520 | 0 | 44520 | 6117 | 0.153061 | 0
extended-mnist-sample-4 (label=4) | ETAwareCostBalanced | On | 10188.000 | 1687.397123 | 0.551040 | 0.238709 | 0.045925 | 0.045925 | 0.697844 | 0.056240 | 25280 | 63845 | 6199 | 120 | 6247 | 72 | 24053 | 2840 | 4110 | 4110 | 50129 | 5586 | 116 | 44427 | 44543 | 78396 | 48149 | 30247 | 5323 | 0.111944 | 0
extended-mnist-sample-4 (label=4) | ETAwareCostBalancedMemoryAware | Off | 11989.000 | 5058.080783 | 0.720661 | 0.273769 | 0.056997 | 0.056997 | 0.643648 | 0.081040 | 25280 | 68489 | 8520 | 120 | 8568 | 72 | 33335 | 4408 | 0 | 0 | 47808 | 0 | 1795 | 46013 | 47808 | 44520 | 0 | 44520 | 6117 | 0.153061 | 0
extended-mnist-sample-4 (label=4) | ETAwareCostBalancedMemoryAware | On | 10194.000 | 4265.155746 | 0.550716 | 0.238569 | 0.045898 | 0.045898 | 0.688698 | 0.064864 | 25280 | 63809 | 6199 | 120 | 6247 | 72 | 24089 | 4365 | 4110 | 4110 | 50129 | 5586 | 116 | 44427 | 44543 | 78396 | 48149 | 30247 | 5323 | 0.111944 | 0
extended-mnist-sample-4 (label=4) | BroadcastPhaseAwareFanoutBalanced | Off | 12019.000 | 703.151894 | 0.718862 | 0.273086 | 0.056854 | 0.056854 | 0.652497 | 0.069318 | 25280 | 68399 | 8520 | 120 | 8568 | 72 | 33425 | 565 | 0 | 0 | 47808 | 0 | 1795 | 46013 | 47808 | 44520 | 0 | 44520 | 6117 | 0.153061 | 0
extended-mnist-sample-4 (label=4) | BroadcastPhaseAwareFanoutBalanced | On | 10187.000 | 655.570647 | 0.551095 | 0.238733 | 0.045930 | 0.045930 | 0.698895 | 0.051877 | 25280 | 63750 | 6199 | 120 | 6247 | 72 | 24148 | 445 | 4110 | 4110 | 50129 | 5586 | 116 | 44427 | 44543 | 78396 | 48149 | 30247 | 5323 | 0.111944 | 0
extended-mnist-sample-61 (label=8) | OutputChannelModulo | Off | 15651.000 | 668.980891 | 0.841863 | 0.285970 | 0.066583 | 0.066583 | 0.610719 | 0.094886 | 25343 | 77954 | 12993 | 183 | 13104 | 72 | 51023 | 975 | 0 | 0 | 43272 | 0 | 1897 | 41375 | 43272 | 67893 | 0 | 67893 | 5574 | 0.233418 | 0
extended-mnist-sample-61 (label=8) | OutputChannelModulo | On | 12882.000 | 537.985228 | 0.663406 | 0.250235 | 0.054874 | 0.054874 | 0.670751 | 0.063312 | 25343 | 70603 | 9276 | 183 | 9387 | 72 | 36072 | 1013 | 3965 | 3965 | 46989 | 6931 | 159 | 39899 | 40058 | 105672 | 59871 | 45801 | 4791 | 0.167570 | 0
extended-mnist-sample-61 (label=8) | TaskRoundRobin | Off | 18318.000 | 687.521964 | 0.719292 | 0.244335 | 0.056888 | 0.056888 | 0.719682 | 0.031034 | 25343 | 85742 | 12993 | 183 | 13104 | 72 | 43235 | 66 | 0 | 0 | 43272 | 0 | 1897 | 41375 | 43272 | 67893 | 0 | 67893 | 5574 | 0.233418 | 0
extended-mnist-sample-61 (label=8) | TaskRoundRobin | On | 13911.000 | 637.057193 | 0.614334 | 0.231725 | 0.050815 | 0.050815 | 0.726475 | 0.034058 | 25343 | 73392 | 9276 | 183 | 9387 | 72 | 33283 | 45 | 3965 | 3965 | 46989 | 6931 | 159 | 39899 | 40058 | 105672 | 59871 | 45801 | 4791 | 0.167570 | 0
extended-mnist-sample-61 (label=8) | ETAwareCostBalanced | Off | 16261.000 | 1419.354244 | 0.810282 | 0.275243 | 0.064085 | 0.064085 | 0.636480 | 0.080605 | 25343 | 79797 | 12993 | 183 | 13104 | 72 | 49180 | 2228 | 0 | 0 | 43272 | 0 | 1897 | 41375 | 43272 | 67893 | 0 | 67893 | 5574 | 0.233418 | 0
extended-mnist-sample-61 (label=8) | ETAwareCostBalanced | On | 13289.000 | 1753.241172 | 0.643088 | 0.242571 | 0.053194 | 0.053194 | 0.690617 | 0.057872 | 25343 | 72119 | 9276 | 183 | 9387 | 72 | 34556 | 2843 | 3965 | 3965 | 46989 | 6931 | 159 | 39899 | 40058 | 105672 | 59871 | 45801 | 4791 | 0.167570 | 0
extended-mnist-sample-61 (label=8) | ETAwareCostBalancedMemoryAware | Off | 16343.000 | 3985.418563 | 0.806217 | 0.273862 | 0.063763 | 0.063763 | 0.637007 | 0.082621 | 25343 | 80114 | 12993 | 183 | 13104 | 72 | 48863 | 4949 | 0 | 0 | 43272 | 0 | 1897 | 41375 | 43272 | 67893 | 0 | 67893 | 5574 | 0.233418 | 0
extended-mnist-sample-61 (label=8) | ETAwareCostBalancedMemoryAware | On | 13220.000 | 4147.601445 | 0.646445 | 0.243837 | 0.053471 | 0.053471 | 0.684090 | 0.063948 | 25343 | 71842 | 9276 | 183 | 9387 | 72 | 34833 | 5065 | 3965 | 3965 | 46989 | 6931 | 159 | 39899 | 40058 | 105672 | 59871 | 45801 | 4791 | 0.167570 | 0
extended-mnist-sample-61 (label=8) | BroadcastPhaseAwareFanoutBalanced | Off | 15885.000 | 861.997025 | 0.829462 | 0.281758 | 0.065602 | 0.065602 | 0.628832 | 0.082592 | 25343 | 78910 | 12993 | 183 | 13104 | 72 | 50067 | 988 | 0 | 0 | 43272 | 0 | 1897 | 41375 | 43272 | 67893 | 0 | 67893 | 5574 | 0.233418 | 0
extended-mnist-sample-61 (label=8) | BroadcastPhaseAwareFanoutBalanced | On | 12958.000 | 875.700265 | 0.659515 | 0.248767 | 0.054552 | 0.054552 | 0.684957 | 0.061701 | 25343 | 71319 | 9276 | 183 | 9387 | 72 | 35356 | 1306 | 3965 | 3965 | 46989 | 6931 | 159 | 39899 | 40058 | 105672 | 59871 | 45801 | 4791 | 0.167570 | 0
extended-mnist-sample-7 (label=9) | OutputChannelModulo | Off | 12751.000 | 568.126762 | 0.728413 | 0.268537 | 0.057610 | 0.057610 | 0.646954 | 0.070668 | 25289 | 69767 | 9159 | 129 | 9216 | 72 | 35936 | 929 | 0 | 0 | 47160 | 0 | 1466 | 45694 | 47160 | 47859 | 0 | 47859 | 5868 | 0.164541 | 0
extended-mnist-sample-7 (label=9) | OutputChannelModulo | On | 10663.000 | 435.834713 | 0.569727 | 0.238624 | 0.047076 | 0.047076 | 0.706811 | 0.045912 | 25289 | 64545 | 6591 | 129 | 6648 | 72 | 25750 | 994 | 4124 | 4124 | 49728 | 5024 | 157 | 44547 | 44704 | 75881 | 43325 | 32556 | 5258 | 0.119048 | 0
extended-mnist-sample-7 (label=9) | TaskRoundRobin | Off | 12948.000 | 567.208412 | 0.717331 | 0.264451 | 0.056733 | 0.056733 | 0.673600 | 0.053382 | 25289 | 70061 | 9159 | 129 | 9216 | 72 | 35642 | 29 | 0 | 0 | 47160 | 0 | 1466 | 45694 | 47160 | 47859 | 0 | 47859 | 5868 | 0.164541 | 0
extended-mnist-sample-7 (label=9) | TaskRoundRobin | On | 10926.000 | 520.209570 | 0.556013 | 0.232880 | 0.045943 | 0.045943 | 0.724826 | 0.032674 | 25289 | 64909 | 6591 | 129 | 6648 | 72 | 25386 | 53 | 4124 | 4124 | 49728 | 5024 | 157 | 44547 | 44704 | 75881 | 43325 | 32556 | 5258 | 0.119048 | 0
extended-mnist-sample-7 (label=9) | ETAwareCostBalanced | Off | 12399.000 | 1569.724864 | 0.749093 | 0.276160 | 0.059245 | 0.059245 | 0.638257 | 0.082455 | 25289 | 69895 | 9159 | 129 | 9216 | 72 | 35808 | 2017 | 0 | 0 | 47160 | 0 | 1466 | 45694 | 47160 | 47859 | 0 | 47859 | 5868 | 0.164541 | 0
extended-mnist-sample-7 (label=9) | ETAwareCostBalanced | On | 10577.000 | 1609.643272 | 0.574359 | 0.240564 | 0.047459 | 0.047459 | 0.684286 | 0.060031 | 25289 | 64700 | 6591 | 129 | 6648 | 72 | 25595 | 2414 | 4124 | 4124 | 49728 | 5024 | 157 | 44547 | 44704 | 75881 | 43325 | 32556 | 5258 | 0.119048 | 0
extended-mnist-sample-7 (label=9) | ETAwareCostBalancedMemoryAware | Off | 12565.000 | 4146.343866 | 0.739196 | 0.272512 | 0.058463 | 0.058463 | 0.641314 | 0.084702 | 25289 | 69898 | 9159 | 129 | 9216 | 72 | 35805 | 3478 | 0 | 0 | 47160 | 0 | 1466 | 45694 | 47160 | 47859 | 0 | 47859 | 5868 | 0.164541 | 0
extended-mnist-sample-7 (label=9) | ETAwareCostBalancedMemoryAware | On | 10581.000 | 4109.667278 | 0.574142 | 0.240473 | 0.047441 | 0.047441 | 0.677929 | 0.067632 | 25289 | 64764 | 6591 | 129 | 6648 | 72 | 25531 | 4199 | 4124 | 4124 | 49728 | 5024 | 157 | 44547 | 44704 | 75881 | 43325 | 32556 | 5258 | 0.119048 | 0
