Section 1: Benchmark Configuration
==================================
mode=detailed
suite_tiers=extended
et_mode=paired
reactive_zero_skip=On
proactive_zero_run_skip=On
zero_run_order_mode=execution
bit_column_skip=On
warmup_iterations=0
timed_repetitions=1
grouping_policies=OutputChannelModulo,TaskRoundRobin,ETAwareCostBalanced,ETAwareCostBalancedMemoryAware,BroadcastPhaseAwareFanoutBalanced
scenario_count=17
exactness_pass=PASS
primary_invariants_pass=PASS

Section 2: Detailed Primary Metrics
===================================
scenario | grouping_policy | et_enabled | cycles_mean | wall_median_ms | throughput_macs_per_cycle | lane_occupancy | multiplier_utilization | accumulator_utilization | memory_stall_ratio | broadcast_stall_ratio | dram_bytes | onchip_buffer_bytes | activation_reuse_hits | activation_reuse_misses | weight_reuse_hits | weight_reuse_misses | memory_requests_avoided | work_stealing_events | tasks_terminated_early | output_elements_terminated_early | macs_skipped_total | macs_skipped_et_only | macs_skipped_reactive_only | macs_skipped_proactive_only | macs_skipped_zero_only | bit_steps_skipped_total | bit_steps_skipped_et_only | bit_steps_skipped_bit_column_only | zero_run_events | average_processed_fraction_per_task | mismatches
extended-mnist-sample-7 (label=9) | BroadcastPhaseAwareFanoutBalanced | Off | 12451.000 | 822.992904 | 0.745964 | 0.275007 | 0.058998 | 0.058998 | 0.644892 | 0.075804 | 25289 | 69776 | 9159 | 129 | 9216 | 72 | 35927 | 639 | 0 | 0 | 47160 | 0 | 1466 | 45694 | 47160 | 47859 | 0 | 47859 | 5868 | 0.164541 | 0
extended-mnist-sample-7 (label=9) | BroadcastPhaseAwareFanoutBalanced | On | 10445.000 | 896.268416 | 0.581618 | 0.243604 | 0.048059 | 0.048059 | 0.694950 | 0.057047 | 25289 | 64605 | 6591 | 129 | 6648 | 72 | 25690 | 1269 | 4124 | 4124 | 49728 | 5024 | 157 | 44547 | 44704 | 75881 | 43325 | 32556 | 5258 | 0.119048 | 0
extended-mnist-sample-8 (label=5) | OutputChannelModulo | Off | 15147.000 | 595.966557 | 0.827094 | 0.284592 | 0.065414 | 0.065414 | 0.619600 | 0.090003 | 25334 | 76564 | 12354 | 174 | 12456 | 72 | 48534 | 1051 | 0 | 0 | 43920 | 0 | 1895 | 42025 | 43920 | 64554 | 0 | 64554 | 5738 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | OutputChannelModulo | On | 12489.000 | 546.905817 | 0.651213 | 0.249362 | 0.054028 | 0.054028 | 0.676349 | 0.063892 | 25334 | 69646 | 8874 | 174 | 8976 | 72 | 34572 | 998 | 3989 | 3989 | 47400 | 6986 | 112 | 40302 | 40414 | 103981 | 60281 | 43700 | 4843 | 0.160289 | 0
extended-mnist-sample-8 (label=5) | TaskRoundRobin | Off | 17676.000 | 659.512963 | 0.708758 | 0.243874 | 0.056055 | 0.056055 | 0.722243 | 0.026304 | 25334 | 84014 | 12354 | 174 | 12456 | 72 | 41084 | 47 | 0 | 0 | 43920 | 0 | 1895 | 42025 | 43920 | 64554 | 0 | 64554 | 5738 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | TaskRoundRobin | On | 13440.000 | 529.335869 | 0.605134 | 0.231717 | 0.050205 | 0.050205 | 0.726999 | 0.031583 | 25334 | 72227 | 8874 | 174 | 8976 | 72 | 31991 | 41 | 3989 | 3989 | 47400 | 6986 | 112 | 40302 | 40414 | 103981 | 60281 | 43700 | 4843 | 0.160289 | 0
extended-mnist-sample-8 (label=5) | ETAwareCostBalanced | Off | 15670.000 | 1608.313809 | 0.799489 | 0.275094 | 0.063231 | 0.063231 | 0.642276 | 0.077663 | 25334 | 78261 | 12354 | 174 | 12456 | 72 | 46837 | 2518 | 0 | 0 | 43920 | 0 | 1895 | 42025 | 43920 | 64554 | 0 | 64554 | 5738 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | ETAwareCostBalanced | On | 12778.000 | 1820.865683 | 0.636485 | 0.243722 | 0.052806 | 0.052806 | 0.685821 | 0.063571 | 25334 | 70723 | 8874 | 174 | 8976 | 72 | 33495 | 2888 | 3989 | 3989 | 47400 | 6986 | 112 | 40302 | 40414 | 103981 | 60281 | 43700 | 4843 | 0.160289 | 0
extended-mnist-sample-8 (label=5) | ETAwareCostBalancedMemoryAware | Off | 15619.000 | 4365.510494 | 0.802100 | 0.275992 | 0.063438 | 0.063438 | 0.636147 | 0.083154 | 25334 | 78157 | 12354 | 174 | 12456 | 72 | 46941 | 4872 | 0 | 0 | 43920 | 0 | 1895 | 42025 | 43920 | 64554 | 0 | 64554 | 5738 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | ETAwareCostBalancedMemoryAware | On | 12993.000 | 4023.713848 | 0.625952 | 0.239689 | 0.051932 | 0.051932 | 0.687545 | 0.060806 | 25334 | 70815 | 8874 | 174 | 8976 | 72 | 33403 | 4806 | 3989 | 3989 | 47400 | 6986 | 112 | 40302 | 40414 | 103981 | 60281 | 43700 | 4843 | 0.160289 | 0
extended-mnist-sample-8 (label=5) | BroadcastPhaseAwareFanoutBalanced | Off | 15267.000 | 975.883327 | 0.820593 | 0.282356 | 0.064900 | 0.064900 | 0.623731 | 0.085146 | 25334 | 77292 | 12354 | 174 | 12456 | 72 | 47806 | 1444 | 0 | 0 | 43920 | 0 | 1895 | 42025 | 43920 | 64554 | 0 | 64554 | 5738 | 0.221939 | 0
extended-mnist-sample-8 (label=5) | BroadcastPhaseAwareFanoutBalanced | On | 12479.000 | 878.460374 | 0.651735 | 0.249561 | 0.054071 | 0.054071 | 0.676383 | 0.063179 | 25334 | 70116 | 8874 | 174 | 8976 | 72 | 34102 | 1254 | 3989 | 3989 | 47400 | 6986 | 112 | 40302 | 40414 | 103981 | 60281 | 43700 | 4843 | 0.160289 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | OutputChannelModulo | Off | 2995931.000 | 65838.927276 | 0.589730 | 0.109371 | 0.020496 | 0.020496 | 0.886308 | 0.003421 | 2502432 | 6635650 | 380403 | 1386387 | 716281 | 1050509 | 1659266 | 1445 | 0 | 0 | 592506 | 0 | 33679 | 558827 | 592506 | 11923756 | 0 | 11923756 | 95827 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | OutputChannelModulo | On | 2084658.000 | 46426.836314 | 0.572822 | 0.105960 | 0.020215 | 0.020215 | 0.889054 | 0.003470 | 1829101 | 4593833 | 188637 | 1010306 | 445684 | 753259 | 967332 | 1444 | 7969 | 7969 | 1160353 | 855974 | 0 | 304379 | 304379 | 14922254 | 6853652 | 8068602 | 8415 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | TaskRoundRobin | Off | 3251076.000 | 63282.322496 | 0.543448 | 0.100787 | 0.018887 | 0.018887 | 0.895896 | 0.002396 | 1655989 | 6895594 | 178375 | 1588415 | 1764752 | 2038 | 2245765 | 20 | 0 | 0 | 592506 | 0 | 33679 | 558827 | 592506 | 11923756 | 0 | 11923756 | 95827 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | TaskRoundRobin | On | 2140643.000 | 44029.198989 | 0.557841 | 0.103189 | 0.019686 | 0.019686 | 0.892655 | 0.002510 | 1204941 | 4649993 | 63884 | 1135059 | 1194597 | 4346 | 1535332 | 56 | 7969 | 7969 | 1160353 | 855974 | 0 | 304379 | 304379 | 14922254 | 6853652 | 8068602 | 8415 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalanced | Off | 3093540.000 | 66891.380786 | 0.571122 | 0.105920 | 0.019849 | 0.019849 | 0.890672 | 0.002706 | 2531361 | 6733595 | 63057 | 1703733 | 1004698 | 762092 | 1532392 | 1983 | 0 | 0 | 592506 | 0 | 33679 | 558827 | 592506 | 11923756 | 0 | 11923756 | 95827 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalanced | On | 2133915.000 | 48106.706067 | 0.559600 | 0.103514 | 0.019748 | 0.019748 | 0.892153 | 0.002780 | 1814630 | 4643169 | 45260 | 1153683 | 603532 | 595411 | 932467 | 2233 | 7969 | 7969 | 1160353 | 855974 | 0 | 304379 | 304379 | 14922254 | 6853652 | 8068602 | 8415 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalancedMemoryAware | Off | 3163302.000 | 84238.944061 | 0.558527 | 0.103584 | 0.019412 | 0.019412 | 0.892981 | 0.002610 | 2687079 | 6807159 | 70489 | 1696301 | 841548 | 925242 | 1303110 | 8562 | 0 | 0 | 592506 | 0 | 33679 | 558827 | 592506 | 11923756 | 0 | 11923756 | 95827 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalancedMemoryAware | On | 2158770.000 | 61647.619485 | 0.553157 | 0.102322 | 0.019521 | 0.019521 | 0.893855 | 0.002757 | 1870612 | 4669186 | 59060 | 1139883 | 533750 | 665193 | 850468 | 7393 | 7969 | 7969 | 1160353 | 855974 | 0 | 304379 | 304379 | 14922254 | 6853652 | 8068602 | 8415 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | BroadcastPhaseAwareFanoutBalanced | Off | 3085734.000 | 69902.919717 | 0.572567 | 0.106188 | 0.019899 | 0.019899 | 0.890316 | 0.002862 | 2652142 | 6730277 | 215552 | 1551238 | 731422 | 1035368 | 1414929 | 1684 | 0 | 0 | 592506 | 0 | 33679 | 558827 | 592506 | 11923756 | 0 | 11923756 | 95827 | 0.748863 | 0
extended-synthetic-memory-pressure-uniform-seed-1 | BroadcastPhaseAwareFanoutBalanced | On | 2096883.000 | 47851.291338 | 0.569483 | 0.105342 | 0.020097 | 0.020097 | 0.890595 | 0.003220 | 1852066 | 4607643 | 136797 | 1062146 | 474559 | 724384 | 930557 | 1654 | 7969 | 7969 | 1160353 | 855974 | 0 | 304379 | 304379 | 14922254 | 6853652 | 8068602 | 8415 | 0.508178 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | OutputChannelModulo | Off | 3046152.000 | 67338.057709 | 0.581319 | 0.108024 | 0.020147 | 0.020147 | 0.887862 | 0.003256 | 2554717 | 6696367 | 388446 | 1382340 | 663945 | 1106841 | 1570240 | 1372 | 0 | 0 | 588510 | 0 | 34842 | 553668 | 588510 | 11956951 | 0 | 11956951 | 93673 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | OutputChannelModulo | On | 1965929.000 | 46005.090632 | 0.571289 | 0.106265 | 0.020175 | 0.020175 | 0.888434 | 0.003468 | 1767177 | 4334462 | 140530 | 988236 | 415361 | 713405 | 867565 | 1516 | 8868 | 8868 | 1230530 | 962055 | 0 | 268475 | 268475 | 15298723 | 7703408 | 7595315 | 7516 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | TaskRoundRobin | Off | 3178508.000 | 66857.245735 | 0.557112 | 0.103526 | 0.019308 | 0.019308 | 0.892979 | 0.002466 | 1636400 | 6830545 | 201970 | 1568816 | 1768738 | 2048 | 2354379 | 23 | 0 | 0 | 588510 | 0 | 34842 | 553668 | 588510 | 11956951 | 0 | 11956951 | 93673 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | TaskRoundRobin | On | 2012177.000 | 44019.241281 | 0.558159 | 0.103823 | 0.019711 | 0.019711 | 0.891921 | 0.002512 | 1155282 | 4381179 | 43789 | 1084977 | 1123997 | 4769 | 1432743 | 75 | 8868 | 8868 | 1230530 | 962055 | 0 | 268475 | 268475 | 15298723 | 7703408 | 7595315 | 7516 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalanced | Off | 3109544.000 | 70449.579192 | 0.569468 | 0.105822 | 0.019736 | 0.019736 | 0.890672 | 0.002670 | 2553420 | 6759111 | 63748 | 1707038 | 989940 | 780846 | 1508793 | 1898 | 0 | 0 | 588510 | 0 | 34842 | 553668 | 588510 | 11956951 | 0 | 11956951 | 93673 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalanced | On | 1999248.000 | 45023.693166 | 0.561768 | 0.104494 | 0.019839 | 0.019839 | 0.891108 | 0.002851 | 1677419 | 4368498 | 49653 | 1079113 | 595996 | 532770 | 923287 | 1980 | 8868 | 8868 | 1230530 | 962055 | 0 | 268475 | 268475 | 15298723 | 7703408 | 7595315 | 7516 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalancedMemoryAware | Off | 3152656.000 | 80518.323246 | 0.561681 | 0.104375 | 0.019466 | 0.019466 | 0.892449 | 0.002644 | 2698847 | 6806002 | 79800 | 1690986 | 828461 | 942325 | 1316475 | 7975 | 0 | 0 | 588510 | 0 | 34842 | 553668 | 588510 | 11956951 | 0 | 11956951 | 93673 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalancedMemoryAware | On | 2021938.000 | 56441.409292 | 0.555464 | 0.103321 | 0.019616 | 0.019616 | 0.892895 | 0.002787 | 1711444 | 4392202 | 59521 | 1069245 | 552103 | 576663 | 865558 | 7241 | 8868 | 8868 | 1230530 | 962055 | 0 | 268475 | 268475 | 15298723 | 7703408 | 7595315 | 7516 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | BroadcastPhaseAwareFanoutBalanced | Off | 3089303.000 | 68501.360564 | 0.573199 | 0.106516 | 0.019865 | 0.019865 | 0.890088 | 0.002864 | 2664657 | 6741465 | 225868 | 1544918 | 716583 | 1054203 | 1415202 | 1513 | 0 | 0 | 588510 | 0 | 34842 | 553668 | 588510 | 11956951 | 0 | 11956951 | 93673 | 0.750557 | 0
extended-synthetic-memory-pressure-uniform-seed-13 | BroadcastPhaseAwareFanoutBalanced | On | 1979310.000 | 45216.839822 | 0.567427 | 0.105547 | 0.020038 | 0.020038 | 0.889930 | 0.003156 | 1759409 | 4348662 | 102137 | 1026629 | 461522 | 667244 | 861133 | 1314 | 8868 | 8868 | 1230530 | 962055 | 0 | 268475 | 268475 | 15298723 | 7703408 | 7595315 | 7516 | 0.478433 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | OutputChannelModulo | Off | 3063642.000 | 69303.407514 | 0.582608 | 0.108244 | 0.020122 | 0.020122 | 0.887591 | 0.003300 | 2604994 | 6742175 | 354286 | 1430615 | 676058 | 1108843 | 1558845 | 1407 | 0 | 0 | 574395 | 0 | 34423 | 539972 | 574395 | 12059960 | 0 | 12059960 | 94338 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | OutputChannelModulo | On | 2129160.000 | 48689.833786 | 0.572140 | 0.105938 | 0.020027 | 0.020027 | 0.888809 | 0.003445 | 1934591 | 4685947 | 135173 | 1087852 | 441822 | 781203 | 914220 | 1229 | 7844 | 7844 | 1136271 | 838375 | 0 | 297896 | 297896 | 14956160 | 6712882 | 8243278 | 8540 | 0.518386 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | TaskRoundRobin | Off | 3243159.000 | 64396.314068 | 0.550359 | 0.102252 | 0.019008 | 0.019008 | 0.894186 | 0.002456 | 1670251 | 6923709 | 183073 | 1601828 | 1782014 | 2887 | 2312054 | 23 | 0 | 0 | 574395 | 0 | 34423 | 539972 | 574395 | 12059960 | 0 | 12059960 | 94338 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | TaskRoundRobin | On | 2182603.000 | 46563.820680 | 0.558130 | 0.103344 | 0.019536 | 0.019536 | 0.892667 | 0.002526 | 1231973 | 4740712 | 61661 | 1161364 | 1217952 | 5073 | 1562073 | 68 | 7844 | 7844 | 1136271 | 838375 | 0 | 297896 | 297896 | 14956160 | 6712882 | 8243278 | 8540 | 0.518386 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalanced | Off | 3122677.000 | 69018.106022 | 0.571593 | 0.106198 | 0.019741 | 0.019741 | 0.890463 | 0.002690 | 2608914 | 6802714 | 68741 | 1716160 | 957683 | 827218 | 1494386 | 1876 | 0 | 0 | 574395 | 0 | 34423 | 539972 | 574395 | 12059960 | 0 | 12059960 | 94338 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalanced | On | 2178553.000 | 49795.827005 | 0.559168 | 0.103536 | 0.019573 | 0.019573 | 0.892332 | 0.002741 | 1870864 | 4736413 | 50154 | 1172871 | 590568 | 632457 | 927481 | 1997 | 7844 | 7844 | 1136271 | 838375 | 0 | 297896 | 297896 | 14956160 | 6712882 | 8243278 | 8540 | 0.518386 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalancedMemoryAware | Off | 3183387.000 | 87072.766368 | 0.560692 | 0.104172 | 0.019365 | 0.019365 | 0.892687 | 0.002603 | 2680401 | 6865185 | 74091 | 1710810 | 880846 | 904055 | 1360428 | 7826 | 0 | 0 | 574395 | 0 | 34423 | 539972 | 574395 | 12059960 | 0 | 12059960 | 94338 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalancedMemoryAware | On | 2201493.000 | 67417.151127 | 0.553341 | 0.102457 | 0.019369 | 0.019369 | 0.893821 | 0.002746 | 1910228 | 4760286 | 55106 | 1167919 | 546252 | 676773 | 864244 | 6562 | 7844 | 7844 | 1136271 | 838375 | 0 | 297896 | 297896 | 14956160 | 6712882 | 8243278 | 8540 | 0.518386 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | BroadcastPhaseAwareFanoutBalanced | Off | 3105719.000 | 72720.927953 | 0.574714 | 0.106777 | 0.019849 | 0.019849 | 0.889699 | 0.002868 | 2707359 | 6785448 | 210978 | 1573923 | 717001 | 1067900 | 1413207 | 1496 | 0 | 0 | 574395 | 0 | 34423 | 539972 | 574395 | 12059960 | 0 | 12059960 | 94338 | 0.756540 | 0
extended-synthetic-memory-pressure-uniform-seed-7 | BroadcastPhaseAwareFanoutBalanced | On | 2147780.000 | 49192.652018 | 0.567180 | 0.105019 | 0.019853 | 0.019853 | 0.890737 | 0.003129 | 1940453 | 4705965 | 104021 | 1119004 | 467112 | 755913 | 888340 | 1627 | 7844 | 7844 | 1136271 | 838375 | 0 | 297896 | 297896 | 14956160 | 6712882 | 8243278 | 8540 | 0.518386 | 0

Section 3: Secondary Diagnostics
================================
scenario | grouping_policy | et_enabled | jain_fairness | variance_group_completed_tasks | variance_group_active_lane_cycles | estimated_cycles_saved_early_termination | processed_fraction_p10 | processed_fraction_p50 | processed_fraction_p90 | mean_skipped_macs_per_terminated_task
extended-mnist-sample-0 (label=7) | OutputChannelModulo | Off | 0.997868 | 1199.222222 | 626200.888889 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | OutputChannelModulo | On | 0.997124 | 4199.555556 | 375857.472222 | 56300 | 0.104007 | 0.104007 | 0.104007 | 1.261180
extended-mnist-sample-0 (label=7) | TaskRoundRobin | Off | 0.999741 | 22.555556 | 1425.888889 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | TaskRoundRobin | On | 0.999284 | 41.888889 | 19385.472222 | 56300 | 0.104007 | 0.104007 | 0.104007 | 1.261180
extended-mnist-sample-0 (label=7) | ETAwareCostBalanced | Off | 0.993212 | 60398.222222 | 2357388.888889 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | ETAwareCostBalanced | On | 0.974702 | 209215.222222 | 4901721.805556 | 56300 | 0.104007 | 0.104007 | 0.104007 | 1.261180
extended-mnist-sample-0 (label=7) | ETAwareCostBalancedMemoryAware | Off | 0.992514 | 114641.555556 | 2675492.888889 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | ETAwareCostBalancedMemoryAware | On | 0.978220 | 179164.555556 | 4248314.138889 | 56300 | 0.104007 | 0.104007 | 0.104007 | 1.261180
extended-mnist-sample-0 (label=7) | BroadcastPhaseAwareFanoutBalanced | Off | 0.996077 | 50634.555556 | 1285466.888889 | 0 | 0.146684 | 0.146684 | 0.146684 | 0.000000
extended-mnist-sample-0 (label=7) | BroadcastPhaseAwareFanoutBalanced | On | 0.997448 | 14494.222222 | 399250.472222 | 56300 | 0.104007 | 0.104007 | 0.104007 | 1.261180
extended-mnist-sample-1 (label=2) | OutputChannelModulo | Off | 0.998425 | 2176.888889 | 800398.222222 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | OutputChannelModulo | On | 0.996828 | 12018.222222 | 806505.222222 | 75371 | 0.149554 | 0.149554 | 0.149554 | 1.767332
extended-mnist-sample-1 (label=2) | TaskRoundRobin | Off | 0.999866 | 895.888889 | 18429.888889 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | TaskRoundRobin | On | 0.999324 | 325.888889 | 27450.555556 | 75371 | 0.149554 | 0.149554 | 0.149554 | 1.767332
extended-mnist-sample-1 (label=2) | ETAwareCostBalanced | Off | 0.992391 | 291899.222222 | 4601612.888889 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | ETAwareCostBalanced | On | 0.986716 | 201711.888889 | 4175806.555556 | 75371 | 0.149554 | 0.149554 | 0.149554 | 1.767332
extended-mnist-sample-1 (label=2) | ETAwareCostBalancedMemoryAware | Off | 0.990455 | 301814.888889 | 5809295.222222 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | ETAwareCostBalancedMemoryAware | On | 0.994707 | 90935.555556 | 1614078.555556 | 75371 | 0.149554 | 0.149554 | 0.149554 | 1.767332
extended-mnist-sample-1 (label=2) | BroadcastPhaseAwareFanoutBalanced | Off | 0.998834 | 35270.555556 | 592193.555556 | 0 | 0.210459 | 0.210459 | 0.210459 | 0.000000
extended-mnist-sample-1 (label=2) | BroadcastPhaseAwareFanoutBalanced | On | 0.993709 | 74049.888889 | 1895984.888889 | 75371 | 0.149554 | 0.149554 | 0.149554 | 1.767332
extended-mnist-sample-1038 (label=1) | OutputChannelModulo | Off | 0.997888 | 453.222222 | 86632.888889 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | OutputChannelModulo | On | 0.998533 | 1953.888889 | 48579.555556 | 25797 | 0.041950 | 0.041950 | 0.041950 | 0.546067
extended-mnist-sample-1038 (label=1) | TaskRoundRobin | Off | 0.998672 | 20.222222 | 1648.888889 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | TaskRoundRobin | On | 0.998643 | 368.888889 | 5229.222222 | 25797 | 0.041950 | 0.041950 | 0.041950 | 0.546067
extended-mnist-sample-1038 (label=1) | ETAwareCostBalanced | Off | 0.975690 | 97428.888889 | 2838727.222222 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | ETAwareCostBalanced | On | 0.970013 | 108482.555556 | 2315187.555556 | 25797 | 0.041950 | 0.041950 | 0.041950 | 0.546067
extended-mnist-sample-1038 (label=1) | ETAwareCostBalancedMemoryAware | Off | 0.956669 | 193748.888889 | 5212599.222222 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | ETAwareCostBalancedMemoryAware | On | 0.980556 | 73246.555556 | 1473213.222222 | 25797 | 0.041950 | 0.041950 | 0.041950 | 0.546067
extended-mnist-sample-1038 (label=1) | BroadcastPhaseAwareFanoutBalanced | Off | 0.997854 | 8340.555556 | 169553.222222 | 0 | 0.057398 | 0.057398 | 0.057398 | 0.000000
extended-mnist-sample-1038 (label=1) | BroadcastPhaseAwareFanoutBalanced | On | 0.998347 | 4308.555556 | 82419.555556 | 25797 | 0.041950 | 0.041950 | 0.041950 | 0.546067
extended-mnist-sample-11 (label=6) | OutputChannelModulo | Off | 0.998632 | 4083.555556 | 745535.555556 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | OutputChannelModulo | On | 0.997617 | 10264.888889 | 708269.472222 | 79740 | 0.156445 | 0.156445 | 0.156445 | 1.906155
extended-mnist-sample-11 (label=6) | TaskRoundRobin | Off | 0.999869 | 771.222222 | 46123.888889 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | TaskRoundRobin | On | 0.999492 | 449.222222 | 17991.805556 | 79740 | 0.156445 | 0.156445 | 0.156445 | 1.906155
extended-mnist-sample-11 (label=6) | ETAwareCostBalanced | Off | 0.986389 | 508120.888889 | 9084746.888889 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | ETAwareCostBalanced | On | 0.984414 | 277262.555556 | 5222781.805556 | 79740 | 0.156445 | 0.156445 | 0.156445 | 1.906155
extended-mnist-sample-11 (label=6) | ETAwareCostBalancedMemoryAware | Off | 0.992166 | 274124.888889 | 5162755.888889 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | ETAwareCostBalancedMemoryAware | On | 0.995609 | 79997.888889 | 1424965.472222 | 79740 | 0.156445 | 0.156445 | 0.156445 | 1.906155
extended-mnist-sample-11 (label=6) | BroadcastPhaseAwareFanoutBalanced | Off | 0.999014 | 25045.222222 | 538909.222222 | 0 | 0.219388 | 0.219388 | 0.219388 | 0.000000
extended-mnist-sample-11 (label=6) | BroadcastPhaseAwareFanoutBalanced | On | 0.991496 | 121563.555556 | 2719214.805556 | 79740 | 0.156445 | 0.156445 | 0.156445 | 1.906155
extended-mnist-sample-18 (label=3) | OutputChannelModulo | Off | 0.998493 | 3106.555556 | 950065.333333 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | OutputChannelModulo | On | 0.997344 | 10347.888889 | 1016263.138889 | 85584 | 0.190990 | 0.190990 | 0.190990 | 2.101044
extended-mnist-sample-18 (label=3) | TaskRoundRobin | Off | 0.999889 | 521.555556 | 38627.000000 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | TaskRoundRobin | On | 0.999642 | 603.888889 | 7021.805556 | 85584 | 0.190990 | 0.190990 | 0.190990 | 2.101044
extended-mnist-sample-18 (label=3) | ETAwareCostBalanced | Off | 0.992704 | 484157.888889 | 6549362.333333 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | ETAwareCostBalanced | On | 0.991458 | 225712.888889 | 3818754.472222 | 85584 | 0.190990 | 0.190990 | 0.190990 | 2.101044
extended-mnist-sample-18 (label=3) | ETAwareCostBalancedMemoryAware | Off | 0.997636 | 181950.555556 | 1986130.333333 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | ETAwareCostBalancedMemoryAware | On | 0.987825 | 233415.888889 | 5472136.805556 | 85584 | 0.190990 | 0.190990 | 0.190990 | 2.101044
extended-mnist-sample-18 (label=3) | BroadcastPhaseAwareFanoutBalanced | Off | 0.999306 | 29752.555556 | 425271.666667 | 0 | 0.267857 | 0.267857 | 0.267857 | 0.000000
extended-mnist-sample-18 (label=3) | BroadcastPhaseAwareFanoutBalanced | On | 0.995573 | 78799.222222 | 1947857.472222 | 85584 | 0.190990 | 0.190990 | 0.190990 | 2.101044
extended-mnist-sample-2 (label=1) | OutputChannelModulo | Off | 0.998359 | 690.888889 | 163361.888889 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | OutputChannelModulo | On | 0.997946 | 2566.888889 | 107674.916667 | 32790 | 0.059223 | 0.059223 | 0.059223 | 0.706770
