Section 1: Benchmark Configuration
==================================
mode=detailed
suite_tiers=extended
et_mode=paired
reactive_zero_skip=On
proactive_zero_run_skip=On
zero_run_order_mode=kernel
bit_column_skip=On
warmup_iterations=0
timed_repetitions=1
grouping_policies=OutputChannelModulo,TaskRoundRobin,ETAwareCostBalanced,ETAwareCostBalancedMemoryAware,BroadcastPhaseAwareFanoutBalanced
scenario_count=17
exactness_pass=PASS
primary_invariants_pass=PASS

Section 2: Detailed Primary Metrics
===================================
scenario | grouping_policy | et_enabled | cycles_mean | wall_median_ms | throughput_macs_per_cycle | lane_occupancy | multiplier_utilization | accumulator_utilization | memory_stall_ratio | broadcast_stall_ratio | dram_bytes | onchip_buffer_bytes | activation_reuse_hits | activation_reuse_misses | weight_reuse_hits | weight_reuse_misses | memory_requests_avoided | work_stealing_events | tasks_terminated_early | output_elements_terminated_early | macs_skipped_total | macs_skipped_et_only | macs_skipped_reactive_only | macs_skipped_proactive_only | macs_skipped_zero_only | bit_steps_skipped_total | bit_steps_skipped_et_only | bit_steps_skipped_bit_column_only | zero_run_events | average_processed_fraction_per_task | mismatches
extended-mnist-sample-2 (label=1) | ETAwareCostBalancedMemoryAware | Off | 0.992347 | 59643.222222 | 4401787.555556 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | ETAwareCostBalancedMemoryAware | On | 0.937261 | 105113.222222 | 13386185.805556 | 297780 | 0.059223 | 0.059223 | 0.059223 | 6.767841
extended-mnist-sample-2 (label=1) | BroadcastPhaseAwareFanoutBalanced | Off | 0.987812 | 13680.888889 | 7054556.888889 | 0 | 0.081633 | 0.081633 | 0.081633 | 0.000000
extended-mnist-sample-2 (label=1) | BroadcastPhaseAwareFanoutBalanced | On | 0.973012 | 10155.222222 | 5458696.805556 | 297780 | 0.059223 | 0.059223 | 0.059223 | 6.767841
extended-mnist-sample-2462 (label=2) | OutputChannelModulo | Off | 0.998089 | 2819.888889 | 3528121.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | OutputChannelModulo | On | 0.995536 | 8372.222222 | 4799089.555556 | 241137 | 0.303642 | 0.303642 | 0.303642 | 6.800231
extended-mnist-sample-2462 (label=2) | TaskRoundRobin | Off | 0.999863 | 382.222222 | 142286.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | TaskRoundRobin | On | 0.999820 | 569.555556 | 37759.222222 | 241137 | 0.303642 | 0.303642 | 0.303642 | 6.800231
extended-mnist-sample-2462 (label=2) | ETAwareCostBalanced | Off | 0.993705 | 519833.222222 | 13936579.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | ETAwareCostBalanced | On | 0.993363 | 391878.888889 | 7444439.555556 | 241137 | 0.303642 | 0.303642 | 0.303642 | 6.800231
extended-mnist-sample-2462 (label=2) | ETAwareCostBalancedMemoryAware | Off | 0.993067 | 272314.888889 | 15441959.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | ETAwareCostBalancedMemoryAware | On | 0.991330 | 90492.222222 | 9765757.555556 | 241137 | 0.303642 | 0.303642 | 0.303642 | 6.800231
extended-mnist-sample-2462 (label=2) | BroadcastPhaseAwareFanoutBalanced | Off | 0.997546 | 15230.555556 | 5136937.333333 | 0 | 0.392857 | 0.392857 | 0.392857 | 0.000000
extended-mnist-sample-2462 (label=2) | BroadcastPhaseAwareFanoutBalanced | On | 0.994952 | 104324.555556 | 5594386.555556 | 241137 | 0.303642 | 0.303642 | 0.303642 | 6.800231
extended-mnist-sample-2827 (label=1) | OutputChannelModulo | Off | 0.989012 | 3241.555556 | 5324815.555556 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | OutputChannelModulo | On | 0.948346 | 10056.555556 | 8497013.805556 | 302813 | 0.039913 | 0.039913 | 0.039913 | 6.749720
extended-mnist-sample-2827 (label=1) | TaskRoundRobin | Off | 0.999786 | 75.222222 | 9814.222222 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | TaskRoundRobin | On | 0.999188 | 210.888889 | 4691.138889 | 302813 | 0.039913 | 0.039913 | 0.039913 | 6.749720
extended-mnist-sample-2827 (label=1) | ETAwareCostBalanced | Off | 0.988876 | 38945.222222 | 5450618.222222 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | ETAwareCostBalanced | On | 0.964468 | 42643.222222 | 5826368.805556 | 302813 | 0.039913 | 0.039913 | 0.039913 | 6.749720
extended-mnist-sample-2827 (label=1) | ETAwareCostBalancedMemoryAware | Off | 0.990286 | 42548.888889 | 4777804.222222 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | ETAwareCostBalancedMemoryAware | On | 0.972531 | 108723.555556 | 4460297.805556 | 302813 | 0.039913 | 0.039913 | 0.039913 | 6.749720
extended-mnist-sample-2827 (label=1) | BroadcastPhaseAwareFanoutBalanced | Off | 0.984614 | 5977.555556 | 7543731.222222 | 0 | 0.056122 | 0.056122 | 0.056122 | 0.000000
extended-mnist-sample-2827 (label=1) | BroadcastPhaseAwareFanoutBalanced | On | 0.950379 | 8183.555556 | 8190080.472222 | 302813 | 0.039913 | 0.039913 | 0.039913 | 6.749720
extended-mnist-sample-3 (label=0) | OutputChannelModulo | Off | 0.997209 | 785.888889 | 3374872.333333 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | OutputChannelModulo | On | 0.989407 | 11313.222222 | 6021708.000000 | 269316 | 0.183142 | 0.183142 | 0.183142 | 6.842975
extended-mnist-sample-3 (label=0) | TaskRoundRobin | Off | 0.999826 | 276.555556 | 75464.000000 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | TaskRoundRobin | On | 0.999627 | 605.222222 | 45616.333333 | 269316 | 0.183142 | 0.183142 | 0.183142 | 6.842975
extended-mnist-sample-3 (label=0) | ETAwareCostBalanced | Off | 0.995829 | 379677.222222 | 5410525.000000 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | ETAwareCostBalanced | On | 0.986255 | 295467.222222 | 7985769.333333 | 269316 | 0.183142 | 0.183142 | 0.183142 | 6.842975
extended-mnist-sample-3 (label=0) | ETAwareCostBalancedMemoryAware | Off | 0.983268 | 258548.555556 | 22521568.000000 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | ETAwareCostBalancedMemoryAware | On | 0.995255 | 111646.888889 | 2575089.666667 | 269316 | 0.183142 | 0.183142 | 0.183142 | 6.842975
extended-mnist-sample-3 (label=0) | BroadcastPhaseAwareFanoutBalanced | Off | 0.994456 | 15418.888889 | 7232346.666667 | 0 | 0.246173 | 0.246173 | 0.246173 | 0.000000
extended-mnist-sample-3 (label=0) | BroadcastPhaseAwareFanoutBalanced | On | 0.988536 | 84595.888889 | 6596506.666667 | 269316 | 0.183142 | 0.183142 | 0.183142 | 6.842975
extended-mnist-sample-3768 (label=0) | OutputChannelModulo | Off | 0.998077 | 2051.555556 | 3495382.222222 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | OutputChannelModulo | On | 0.995522 | 8693.222222 | 4629666.555556 | 239880 | 0.297973 | 0.297973 | 0.297973 | 6.803312
extended-mnist-sample-3768 (label=0) | TaskRoundRobin | Off | 0.999891 | 438.555556 | 130054.555556 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | TaskRoundRobin | On | 0.999815 | 399.222222 | 59957.888889 | 239880 | 0.297973 | 0.297973 | 0.297973 | 6.803312
extended-mnist-sample-3768 (label=0) | ETAwareCostBalanced | Off | 0.995515 | 419575.222222 | 9584822.555556 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | ETAwareCostBalanced | On | 0.996814 | 264672.888889 | 3332753.555556 | 239880 | 0.297973 | 0.297973 | 0.297973 | 6.803312
extended-mnist-sample-3768 (label=0) | ETAwareCostBalancedMemoryAware | Off | 0.996350 | 330117.888889 | 7944230.555556 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | ETAwareCostBalancedMemoryAware | On | 0.992528 | 116779.222222 | 8247529.222222 | 239880 | 0.297973 | 0.297973 | 0.297973 | 6.803312
extended-mnist-sample-3768 (label=0) | BroadcastPhaseAwareFanoutBalanced | Off | 0.997906 | 11316.555556 | 3848969.888889 | 0 | 0.386480 | 0.386480 | 0.386480 | 0.000000
extended-mnist-sample-3768 (label=0) | BroadcastPhaseAwareFanoutBalanced | On | 0.993267 | 102553.888889 | 7271894.888889 | 239880 | 0.297973 | 0.297973 | 0.297973 | 6.803312
extended-mnist-sample-4 (label=4) | OutputChannelModulo | Off | 0.994262 | 644.888889 | 4841129.333333 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | OutputChannelModulo | On | 0.979720 | 8146.555556 | 6868361.805556 | 285391 | 0.111944 | 0.111944 | 0.111944 | 6.859611
extended-mnist-sample-4 (label=4) | TaskRoundRobin | Off | 0.999852 | 72.555556 | 3053.333333 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | TaskRoundRobin | On | 0.999350 | 183.555556 | 16522.138889 | 285391 | 0.111944 | 0.111944 | 0.111944 | 6.859611
extended-mnist-sample-4 (label=4) | ETAwareCostBalanced | Off | 0.994895 | 27283.222222 | 4218021.333333 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | ETAwareCostBalanced | On | 0.961672 | 198349.888889 | 13305432.138889 | 285391 | 0.111944 | 0.111944 | 0.111944 | 6.859611
extended-mnist-sample-4 (label=4) | ETAwareCostBalancedMemoryAware | Off | 0.993040 | 143869.222222 | 5998932.666667 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | ETAwareCostBalancedMemoryAware | On | 0.957531 | 286379.222222 | 14762193.805556 | 285391 | 0.111944 | 0.111944 | 0.111944 | 6.859611
extended-mnist-sample-4 (label=4) | BroadcastPhaseAwareFanoutBalanced | Off | 0.994430 | 9550.222222 | 4640736.000000 | 0 | 0.153061 | 0.153061 | 0.153061 | 0.000000
extended-mnist-sample-4 (label=4) | BroadcastPhaseAwareFanoutBalanced | On | 0.980952 | 76705.888889 | 6440896.472222 | 285391 | 0.111944 | 0.111944 | 0.111944 | 6.859611
extended-mnist-sample-61 (label=8) | OutputChannelModulo | Off | 0.997278 | 324.555556 | 3213217.555556 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | OutputChannelModulo | On | 0.987834 | 11676.555556 | 6218958.805556 | 275973 | 0.167570 | 0.167570 | 0.167570 | 6.848676
extended-mnist-sample-61 (label=8) | TaskRoundRobin | Off | 0.999849 | 295.888889 | 68144.555556 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | TaskRoundRobin | On | 0.999698 | 279.555556 | 22107.805556 | 275973 | 0.167570 | 0.167570 | 0.167570 | 6.848676
extended-mnist-sample-61 (label=8) | ETAwareCostBalanced | Off | 0.993086 | 392035.888889 | 8683452.555556 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | ETAwareCostBalanced | On | 0.985387 | 285437.555556 | 7491502.138889 | 275973 | 0.167570 | 0.167570 | 0.167570 | 6.848676
extended-mnist-sample-61 (label=8) | ETAwareCostBalancedMemoryAware | Off | 0.995811 | 154971.888889 | 5191990.888889 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | ETAwareCostBalancedMemoryAware | On | 0.986830 | 88209.555556 | 6754991.472222 | 275973 | 0.167570 | 0.167570 | 0.167570 | 6.848676
extended-mnist-sample-61 (label=8) | BroadcastPhaseAwareFanoutBalanced | Off | 0.996950 | 122317.555556 | 3665968.555556 | 0 | 0.233418 | 0.233418 | 0.233418 | 0.000000
extended-mnist-sample-61 (label=8) | BroadcastPhaseAwareFanoutBalanced | On | 0.990639 | 69016.555556 | 4768716.472222 | 275973 | 0.167570 | 0.167570 | 0.167570 | 6.848676
extended-mnist-sample-7 (label=9) | OutputChannelModulo | Off | 0.995368 | 1107.888889 | 4086134.000000 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | OutputChannelModulo | On | 0.979329 | 8592.555556 | 7349544.000000 | 284933 | 0.119048 | 0.119048 | 0.119048 | 6.833172
extended-mnist-sample-7 (label=9) | TaskRoundRobin | Off | 0.999776 | 163.888889 | 43305.333333 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | TaskRoundRobin | On | 0.999698 | 411.555556 | 12407.666667 | 284933 | 0.119048 | 0.119048 | 0.119048 | 6.833172
extended-mnist-sample-7 (label=9) | ETAwareCostBalanced | Off | 0.995016 | 19848.222222 | 4465453.666667 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | ETAwareCostBalanced | On | 0.970211 | 213273.888889 | 10840657.333333 | 284933 | 0.119048 | 0.119048 | 0.119048 | 6.833172
extended-mnist-sample-7 (label=9) | ETAwareCostBalancedMemoryAware | Off | 0.993889 | 80457.888889 | 5461158.000000 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | ETAwareCostBalancedMemoryAware | On | 0.985805 | 151431.888889 | 5074993.666667 | 284933 | 0.119048 | 0.119048 | 0.119048 | 6.833172
extended-mnist-sample-7 (label=9) | BroadcastPhaseAwareFanoutBalanced | Off | 0.995218 | 11192.888889 | 4192937.333333 | 0 | 0.164541 | 0.164541 | 0.164541 | 0.000000
extended-mnist-sample-7 (label=9) | BroadcastPhaseAwareFanoutBalanced | On | 0.976450 | 72602.888889 | 8546995.000000 | 284933 | 0.119048 | 0.119048 | 0.119048 | 6.833172
extended-mnist-sample-8 (label=5) | OutputChannelModulo | Off | 0.997302 | 1321.888889 | 3071897.333333 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | OutputChannelModulo | On | 0.987241 | 13037.222222 | 6093849.555556 | 278153 | 0.160289 | 0.160289 | 0.160289 | 6.862873
extended-mnist-sample-8 (label=5) | TaskRoundRobin | Off | 0.999815 | 194.555556 | 60573.333333 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | TaskRoundRobin | On | 0.999344 | 338.888889 | 28894.222222 | 278153 | 0.160289 | 0.160289 | 0.160289 | 6.862873
extended-mnist-sample-8 (label=5) | ETAwareCostBalanced | Off | 0.995643 | 343482.222222 | 5052513.666667 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | ETAwareCostBalanced | On | 0.975403 | 206224.555556 | 12192423.555556 | 278153 | 0.160289 | 0.160289 | 0.160289 | 6.862873
extended-mnist-sample-8 (label=5) | ETAwareCostBalancedMemoryAware | Off | 0.996932 | 111643.888889 | 3421020.000000 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | ETAwareCostBalancedMemoryAware | On | 0.994447 | 102850.888889 | 2594835.222222 | 278153 | 0.160289 | 0.160289 | 0.160289 | 6.862873
extended-mnist-sample-8 (label=5) | BroadcastPhaseAwareFanoutBalanced | Off | 0.997471 | 137889.888889 | 2823092.666667 | 0 | 0.221939 | 0.221939 | 0.221939 | 0.000000
extended-mnist-sample-8 (label=5) | BroadcastPhaseAwareFanoutBalanced | On | 0.980154 | 104593.222222 | 9741123.222222 | 278153 | 0.160289 | 0.160289 | 0.160289 | 6.862873
extended-synthetic-memory-pressure-uniform-seed-1 | OutputChannelModulo | Off | 0.999987 | 1390.555556 | 52802274.333333 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | OutputChannelModulo | On | 0.999987 | 7358.222222 | 21024796.138889 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-1 | TaskRoundRobin | Off | 0.999994 | 64.555556 | 21216810.333333 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | TaskRoundRobin | On | 0.999995 | 585.888889 | 5276365.805556 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalanced | Off | 0.999737 | 28558.555556 | 1132652653.333333 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalanced | On | 0.999913 | 762500.555556 | 168346035.805556 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalancedMemoryAware | Off | 0.999947 | 4579.222222 | 223010355.000000 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | ETAwareCostBalancedMemoryAware | On | 0.999988 | 271052.888889 | 17480209.805556 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-1 | BroadcastPhaseAwareFanoutBalanced | Off | 0.999991 | 420.555556 | 32935637.333333 | 0 | 0.748863 | 0.748863 | 0.748863 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-1 | BroadcastPhaseAwareFanoutBalanced | On | 0.999993 | 9956.222222 | 12110511.805556 | 8565600 | 0.508178 | 0.508178 | 0.508178 | 107.412975
extended-synthetic-memory-pressure-uniform-seed-13 | OutputChannelModulo | Off | 0.999959 | 1080.555556 | 175192722.222222 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | OutputChannelModulo | On | 0.999979 | 16109.555556 | 32722043.222222 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-13 | TaskRoundRobin | Off | 0.999993 | 68.222222 | 24975235.222222 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | TaskRoundRobin | On | 0.999995 | 917.888889 | 5082283.888889 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalanced | Off | 0.999690 | 32754.222222 | 1356607552.222222 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalanced | On | 0.999969 | 738803.888889 | 47938539.555556 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalancedMemoryAware | Off | 0.999948 | 6503.555556 | 223381727.888889 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | ETAwareCostBalancedMemoryAware | On | 0.999986 | 214757.888889 | 21033269.222222 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-13 | BroadcastPhaseAwareFanoutBalanced | Off | 0.999955 | 1221.222222 | 192281135.222222 | 0 | 0.750557 | 0.750557 | 0.750557 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-13 | BroadcastPhaseAwareFanoutBalanced | On | 0.999972 | 32380.888889 | 42933359.888889 | 9627518 | 0.478433 | 0.478433 | 0.478433 | 108.486130
extended-synthetic-memory-pressure-uniform-seed-7 | OutputChannelModulo | Off | 0.999942 | 2250.222222 | 253638603.138889 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | OutputChannelModulo | On | 0.999975 | 33394.555556 | 48648086.138889 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056
extended-synthetic-memory-pressure-uniform-seed-7 | TaskRoundRobin | Off | 0.999993 | 79.888889 | 25346545.138889 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | TaskRoundRobin | On | 0.999995 | 671.555556 | 6853899.138889 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalanced | Off | 0.999685 | 25795.888889 | 1392036791.472222 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalanced | On | 0.999943 | 787420.555556 | 113898063.472222 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalancedMemoryAware | Off | 0.999935 | 9379.222222 | 285551891.138889 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | ETAwareCostBalancedMemoryAware | On | 0.999975 | 199843.888889 | 46062284.805556 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056
extended-synthetic-memory-pressure-uniform-seed-7 | BroadcastPhaseAwareFanoutBalanced | Off | 0.999943 | 1330.222222 | 248609843.138889 | 0 | 0.756540 | 0.756540 | 0.756540 | 0.000000
extended-synthetic-memory-pressure-uniform-seed-7 | BroadcastPhaseAwareFanoutBalanced | On | 0.999974 | 23783.222222 | 47147770.472222 | 8389632 | 0.518386 | 0.518386 | 0.518386 | 106.881056

